'Teste', 'Agente', 'Tipo','N maq', 'Tam Net','Max Prod', 'Media Prod','Var Prod','Max Rec',  'Media Rec', 'Var Rec','Max Wp1',  'Media Wp1', 'Var Wp1',\'Max Wp2',  'Media Wp2', 'Var Wp2','Var act1', 'Var ac2'
10,PPO,MA,2,32,28.57737922668457,26.886952752362706,10.358065388684393,2.905669927597046,1.2429913985515069,21.727083737294382,1.0,0.8674320099353791,0.004562533120926081,0.9980332851409912,0.8994333125352859,0.00027419050622369155,0.1906127864032414,0.013776837542479907
15,PPO,MA,2,32,87.32115936279297,76.1159764856532,254.26598300376494,100.0,3.811948680392895,8.769366822759066,1.0,0.8664611712098121,0.0004497693784732646,0.9983103275299072,0.9170923507213593,2.885320090924068e-05,0.3133056160575385,0.11415931214802393
20,PPO,MA,2,32,10.887096405029297,10.152660048174525,0.008022106252588885,2.7021052837371826,-2.016999254402372,21.35759646598611,1.0,0.3419598836898804,0.0033970160847633006,0.9980298280715942,0.9235364809036255,8.460544177914437e-05,0.0,0.0
25,PPO,MA,2,32,23.885723114013672,18.380602225572048,17.472248633588933,2.702498197555542,0.12280483627106303,22.97563531266046,1.0,0.6046749693155289,0.014350511909204253,0.9983091950416565,0.9233507760763169,0.0001122598129048477,0.6046828498691239,0.01377683754247991
30,PPO,MA,2,32,10.887096405029297,10.12110067889124,0.007832598295321602,2.7022290229797363,-2.136795563356553,21.135396853042643,1.0,0.3423814994096756,0.0034032103206701404,0.9980315566062927,0.9243975245952606,8.174723105935443e-05,0.8723471221230193,0.0
35,PPO,MA,2,32,10.887096405029297,10.13099225552496,0.00864418913090692,2.702234983444214,-2.158213913176737,21.07590453489928,1.0,0.3427080121040344,0.0034144012461985456,0.9980331659317017,0.9243134171962738,9.28839796058657e-05,0.9091597244632492,0.0
40,PPO,MA,2,32,10.887096405029297,10.155670780859545,0.007358103424218738,2.702287435531616,-2.1274755149127027,21.15506478266946,1.0,0.34189691591262816,0.003411790632935324,0.9983100891113281,0.9247771302461624,8.761997190176786e-05,0.0,0.0
45,PPO,MA,2,32,10.887096405029297,10.126564732092822,0.008210184813276792,2.7022147178649902,-2.1003698441843612,21.20627496186122,1.0,0.3421933234333992,0.0033891601766734957,0.9980338215827942,0.9232922078371048,8.790171858022261e-05,0.0,0.0
50,PPO,MA,2,32,10.887096405029297,10.130507665242027,0.006803863119087676,2.7022249698638916,-2.0492187465332865,21.276613555847035,1.0,0.3422235105633736,0.0033880993691881027,0.9980341196060181,0.9228554245233536,7.925930279517802e-05,0.0,0.0
5,DDQN,MA,2,32,32.18369674682617,30.502401445202246,2.659169979428417,3.3916242122650146,0.22035361367845704,20.87552247034343,1.0,0.9222831451892852,5.559461248128768e-05,0.9983084797859192,0.394703093111515,0.01641235531820777,0.3936318978808849,0.0
10,DDQN,MA,2,32,10.887096405029297,10.107617100317796,0.008954364230559099,2.702272891998291,-2.288508673786872,21.01137932876572,1.0,0.31158115303516387,0.0035121635504973456,0.9980315566062927,0.9243569873571396,8.818472611829888e-05,0.0099441834893088,0.4094645041254815
15,DDQN,MA,2,32,88.69134521484375,85.7475210039214,68.72740368591015,100.0,5.208368072087976,7.794272616884702,1.0,0.8945460905432701,2.751239697657834e-05,0.9983107447624207,0.8885834442377091,0.00016289454104564567,0.38935704561512346,0.0
20,DDQN,MA,2,32,89.21971893310547,86.22424156221373,66.6315175170064,100.0,5.214640867249898,7.550507967790903,1.0,0.8927081568837166,3.150393941577317e-05,0.9980327486991882,0.9009557262957096,4.772315729362972e-05,0.6284478949930332,0.2648425911981541
25,DDQN,MA,2,32,90.5791015625,87.83608931723028,63.94925851042932,100.0,5.1855804201128,7.888855272949941,1.0,0.8839547245800495,3.7858199760542454e-05,0.9983090162277222,0.9111722713410855,3.452908425311353e-05,0.6701092232494449,0.0
30,DDQN,MA,2,32,88.53459167480469,82.68941845862881,94.47505835713616,100.0,4.759215073554829,8.135870081719903,1.0,0.8910812778472901,3.8272946308811174e-05,0.9983091354370117,0.910096713423729,3.6218210517353933e-05,0.4083660318766154,0.03699999075924307
35,DDQN,MA,2,32,89.98336029052734,87.20220929583807,63.24552497347988,100.0,5.3090063916302395,7.535091863518678,1.0,0.8974996757209301,2.969107726354287e-05,0.9980320930480957,0.906172043800354,3.6249131831846375e-05,0.6303355069092141,0.0744050763224085
40,DDQN,MA,2,32,86.53611755371094,78.07490703262489,124.81803922925911,100.0,3.9888375400752203,7.944595147959385,1.0,0.8994128026068211,4.58452521351006e-05,0.9983106851577759,0.9085936457514763,4.0070626768655864e-05,0.39612177919036484,0.038381608795802005
45,DDQN,MA,2,32,89.03231048583984,85.5736790175202,77.7248179596556,100.0,5.159263143512322,8.021496284248736,1.0,0.8977628474831582,3.934611760249964e-05,0.9983094930648804,0.8931196009814739,0.0003945515739061469,0.2529529837779761,0.021027467275857307
50,DDQN,MA,2,32,10.887096405029297,10.105328674087982,0.009154715305618644,2.7022769451141357,-2.162747080893276,21.063535157605923,1.0,0.34186825877428056,0.0034147073414969387,0.9983088970184326,0.9241497857570649,8.964474854646487e-05,0.03952175489340679,0.0
5,PPO,MA,2,32,10.887096405029297,10.101283617838176,0.008993825687679311,2.7490928173065186,-2.450568301268591,20.84538858188698,1.0,0.24931506675481796,0.003685060678724769,0.9983093738555908,0.9237914927005768,8.863513251068247e-05,0.007920287170170631,0.0
10,PPO,MA,2,32,28.85330581665039,28.564286342400038,1.7956148239098428,3.1201798915863037,0.011537370284993253,20.63729356046048,1.0,0.9204783371686935,6.020770298127689e-05,0.9983095526695251,0.37340528386831284,0.01671829449972168,0.0,0.0
15,PPO,MA,2,32,29.093355178833008,28.70385472074954,1.884003182769338,3.0750458240509033,0.013008948100603905,20.62548024687489,1.0,0.9203501586914062,6.870543375466387e-05,0.9980317950248718,0.3745451151132584,0.01644084176340664,0.0,0.0
20,PPO,MA,2,32,28.850788116455078,28.590296676772798,1.8243027520945645,3.072067975997925,0.04220376895952546,20.668983381331657,1.0,0.9213154875040054,6.25136612092595e-05,0.9980338215827942,0.3731958095431328,0.016495821570135315,0.0,0.0
25,PPO,MA,2,32,91.18085479736328,88.5176906314032,62.06093414884987,100.0,4.327138779924131,9.966245975548794,1.0,0.7479697622060776,0.00034021891940959873,0.9980325698852539,0.9185944836735725,2.5677143684164035e-05,0.17041454285351076,0.0
30,PPO,MA,2,32,91.1566162109375,88.49214704295268,62.082707820373145,100.0,4.325479762828809,9.893792143069586,1.0,0.7430414948165417,0.00015349445623310772,0.9980329275131226,0.9180542427003384,2.353155299291007e-05,0.1684285293635042,0.0
35,PPO,MA,2,32,91.132080078125,88.41503580780639,62.07086246140825,100.0,4.42451639450353,9.83502192354808,1.0,0.7484737144112587,0.00027104400968623805,0.9983094930648804,0.9175113185644149,2.8028039411284044e-05,0.19113132089627355,0.0
40,PPO,MA,2,32,43.93434524536133,39.436387975772696,18.7218090345989,3.64207124710083,0.6213845765491924,21.178013023716026,1.0,0.921647566318512,5.432315771243305e-05,0.9980320334434509,0.4830015575289726,0.009892546595111013,0.249775897307182,0.0
45,PPO,MA,2,32,91.11199188232422,88.50084448504126,61.73025671939796,100.0,4.380354040327934,9.81969372029983,1.0,0.7475260615050793,0.00029404285213133257,0.998310387134552,0.918419135093689,2.965880733618226e-05,0.16320924994773978,0.0
50,PPO,MA,2,32,91.09940338134766,88.29225387220559,64.52148458990925,100.0,4.3795686226258095,9.778708046343063,1.0,0.7467082614898681,0.0002079450683083505,0.9983094334602356,0.916095956414938,3.062266772318478e-05,0.18793651649937154,0.0
5,DDQN,MA,2,32,22.574726104736328,22.087058682165697,1.8291870749978643,2.749155044555664,0.051953449368499174,22.37332525380777,1.0,0.7238731018304825,0.0003870315299845722,0.9980328679084778,0.9228553372621536,7.58114827797737e-05,0.498739048848411,0.24999900398803196
10,DDQN,MA,2,32,83.22364044189453,80.60052432327613,58.565424746885846,100.0,3.0006652818373714,6.762475770366222,1.0,0.9109403074681759,2.0819288810871935e-05,0.9980350136756897,0.83670311242342,0.0001707462379207775,0.35177014191554895,0.0
15,DDQN,MA,2,32,89.05943298339844,86.1300362463536,66.53277233208546,100.0,5.179916756338384,7.9967162797238185,1.0,0.8899756723344326,4.2764312086623206e-05,0.9980327486991882,0.8974953043460846,4.742321109130857e-05,0.2529594772828479,0.05839858681353976
20,DDQN,MA,2,32,37.4019660949707,29.68536184124366,27.82459473468829,3.473626136779785,1.4506172260488877,22.811376110813615,1.0,0.8329717779159546,0.0018417314331424792,0.9980329275131226,0.9238098925352096,8.676432877192716e-05,0.3251222106684834,0.025274799701993225
25,DDQN,MA,2,32,64.21807098388672,63.45940891977132,10.941846258438627,4.387526512145996,3.097986528919477,2.624759467995337,1.0,0.900700618430972,1.6569993561877662e-05,0.9980322122573853,0.9181477095335722,1.1608119568596543e-05,0.5488615349286897,0.004726261573821741
30,DDQN,MA,2,32,89.11155700683594,85.70799871947037,62.286205833202445,100.0,5.1106316559780005,7.83591027175347,1.0,0.8781101862788201,0.0007881883757556156,0.9980311989784241,0.9037929369807244,3.9165222449748694e-05,0.51601635464127,0.019590404697701114
35,DDQN,MA,2,32,89.94332122802734,87.12966860371313,65.74122355489898,100.0,5.3175105113556596,7.960570821196232,1.0,0.8899854244887829,2.8252799543955078e-05,0.9980328679084778,0.9035030701458454,5.6561798809562594e-05,0.667137695520056,0.0
40,DDQN,MA,2,32,16.3861141204834,15.283240796087268,0.7714076827087143,2.7025487422943115,-1.4006796266415162,22.17401582857485,1.0,0.5044481573104859,0.0017009439178664093,0.9980318546295166,0.9255138652324677,7.435371129164712e-05,0.08011123461659515,0.4142453615722646
45,DDQN,MA,2,32,89.06263732910156,86.12407746045724,64.88385173368188,100.0,5.275605906663031,7.681836064176628,1.0,0.8968998265862465,3.208930020654448e-05,0.998310923576355,0.8940183183848858,8.415616032306106e-05,0.2499859515519601,0.0
50,DDQN,MA,2,32,89.1720199584961,86.37353281186022,64.43341027052718,100.0,5.307642282090564,7.624751663018098,1.0,0.8989436647295952,3.167364005544391e-05,0.998030960559845,0.8960940990149975,6.084687817075441e-05,0.24998595155196007,0.18259735699366705
5,A2C,MA,2,32,88.42582702636719,85.91442867519258,57.62212267374716,100.0,5.181191051552917,7.871688029330005,1.0,0.8866742899119854,0.0003885024122821631,0.9983094334602356,0.8923554808199405,6.24981648501061e-05,0.35234007184313887,0.0
10,A2C,MA,2,32,91.14950561523438,88.4732819713991,61.9685094275163,100.0,4.398130565732792,9.72138484898065,1.0,0.7359968859553337,0.0001123632192317055,0.9983103275299072,0.9180000665485859,2.755767376479981e-05,0.1614325271147535,0.0
15,A2C,MA,2,32,91.16925811767578,88.56830639579427,61.885033588541766,100.0,4.390397755169439,9.750927543240497,1.0,0.7392724416255951,0.0001535129204385225,0.9980337619781494,0.9189233918488026,2.4678956124277973e-05,0.16583911942079937,0.0
20,A2C,MA,2,32,85.6913833618164,82.98342442119318,57.97076540347834,100.0,4.189015716023889,7.645518166057516,1.0,0.9052397155165672,5.66128785305362e-05,0.9980316758155823,0.8620944068431854,9.98071546505849e-05,0.2657441893745781,0.0
25,A2C,MA,2,32,88.97437286376953,86.35952241631641,58.36051483734149,100.0,5.122190468709568,7.7856189517980114,1.0,0.8864022383093834,0.00022519309148387296,0.9980334639549255,0.8966816174387932,5.1520270138954617e-05,0.25293050626111235,0.0
30,A2C,MA,2,32,88.08294677734375,85.28828892333695,59.77327983327455,100.0,5.0614928076977375,7.698462490423575,1.0,0.8943196555376053,0.00011079921967958429,0.998033344745636,0.8857518431544303,6.268627875562408e-05,0.24997246504184184,0.0
35,A2C,MA,2,32,86.3843765258789,83.8215606042232,57.3304330336657,100.0,4.772515189060862,7.6099875635138785,1.0,0.9049855473041535,1.8707102410246477e-05,0.9983082413673401,0.870412617713213,7.910949622455017e-05,0.2499774600455895,0.0
40,A2C,MA,2,32,88.37370300292969,85.61743910463973,60.17665636624236,100.0,5.09094057589963,7.603383203496517,1.0,0.8932549745440483,4.706074070615856e-05,0.99803227186203,0.8888847326040268,4.998813143270566e-05,0.2499774600455895,0.0
45,A2C,MA,2,32,88.19244384765625,85.54423784840291,61.218864081119605,100.0,5.016310376652713,7.75309767532094,1.0,0.8931681786775589,5.429311914781905e-05,0.9980322122573853,0.8880865767300129,6.09276321902577e-05,0.24998195554896216,0.0
50,A2C,MA,2,32,86.840087890625,84.19544991917874,58.16311423797423,100.0,4.894786824872051,7.737107431351629,1.0,0.9014650865793228,2.145448915826735e-05,0.9980321526527405,0.8741632502675056,6.662849111070713e-05,0.2499859515519601,0.0
5,PPO,MA,2,64,10.887096405029297,10.531087896305168,0.03018717470793432,2.702378273010254,-1.9443857309198427,21.369992284666164,1.0,0.353476765871048,0.0031658792843057676,0.9980329275131226,0.9252284692525864,7.863167145238177e-05,0.0,0.3532814610300357
10,PPO,MA,2,64,29.268857955932617,28.82732590658222,2.001685525004431,3.100560426712036,0.05082595558649305,20.773234621673126,1.0,0.9204731763601303,7.308195495088937e-05,0.9980323314666748,0.3752736726999283,0.016044583009097314,0.0,0.0
15,PPO,MA,2,64,29.047327041625977,28.731820388230496,1.903042738782181,3.1917471885681152,0.0680658086283205,20.72548632625291,1.0,0.9218548325300217,5.9745461527131316e-05,0.9980329871177673,0.37463750314712524,0.01638623238196142,0.0,0.0
20,PPO,MA,2,64,28.93691635131836,28.67247805528774,1.8543617336566705,3.1906707286834717,0.0482092329046267,20.677822931119923,1.0,0.9220228843688965,5.692693062675949e-05,0.9980315566062927,0.3744923996925354,0.016627890778270454,0.0,0.0
25,PPO,MA,2,64,28.482160568237305,26.516731722864087,12.5278203796782,3.1794893741607666,0.33038483738785573,20.994647562608538,1.0,0.8559971895217896,0.00641486015447621,0.998033344745636,0.6765042927265167,0.024396457154356795,0.0,0.07346584276556667
30,PPO,MA,2,64,18.633256912231445,16.63221863501086,2.971111305270952,2.7025232315063477,-0.8862136354104815,22.36147200415798,1.0,0.548877994120121,0.002225099813892684,0.9980318546295166,0.9215774440765381,7.814843628787002e-05,0.0,0.009880438723351696
35,PPO,MA,2,64,28.98558807373047,28.711052708045212,1.8294916869272797,3.195455551147461,0.043989214311891095,20.729045911173454,1.0,0.9221641252040863,5.5087257496820087e-05,0.998032808303833,0.37507515847682954,0.016756416348719817,0.0,0.0
40,PPO,MA,2,64,29.085508346557617,28.79959765641751,1.8687312147701962,3.234286069869995,0.043934005113716375,20.70767932592085,1.0,0.9224889019727707,5.404181170080464e-05,0.9983100295066833,0.37584860986471175,0.016654620399359072,0.0,0.0
45,PPO,MA,2,64,29.24939727783203,28.81011132375447,1.9154990958105254,3.101249933242798,0.03809551018645277,20.653664637592794,1.0,0.9221497011184693,5.586184854514045e-05,0.9980342388153076,0.37588174372911454,0.016495417564659866,0.0,0.0
50,PPO,MA,2,64,29.026718139648438,28.69045840623136,1.8625108663417786,3.1917479038238525,0.07374846037735645,20.760035564796805,1.0,0.9220928027629852,5.411912667325903e-05,0.9980335831642151,0.37479806059598925,0.01665639977757725,0.0,0.0
5,PPO,MA,2,128,28.88755226135254,28.535962245659437,1.9590807580099443,3.0286264419555664,1.202375218480409,21.585308111631264,1.0,0.92072183573246,8.06214594159407e-05,0.9983095526695251,0.7910798362493515,0.0022282983280863685,0.13854924880777372,0.24995119541356403
10,PPO,MA,2,128,10.887096405029297,10.198181590158306,0.007486998477687035,2.7022945880889893,-1.9607908684544697,21.31151547827858,1.0,0.3448339573144913,0.003335260642600805,0.9980329275131226,0.9247200658321381,8.48698197571428e-05,0.007968095744638462,0.007968095744638462
15,PPO,MA,2,128,10.887096405029297,10.123403492088089,0.009428146821079366,2.7027416229248047,-2.1080472171868934,21.16692349568401,1.0,0.3424801436662674,0.0034267613552312606,0.9983094334602356,0.9255484875440597,9.263227171970373e-05,0.007968095744638462,0.9017972039952035
20,PPO,MA,2,128,10.887096405029297,10.134520271819033,0.008333165127469786,2.702467918395996,-2.1607553004305773,21.15399314798385,1.0,0.34284190863370895,0.0034178561044972845,0.9983102083206177,0.924793984413147,8.987999154276373e-05,0.0,0.08589607212720267
25,PPO,MA,2,128,10.887096405029297,10.17009754904254,0.007931925814854043,2.702624559402466,-2.1353360143022617,21.12266633584189,1.0,0.343962587416172,0.003352321861170931,0.9983094930648804,0.9236498575210571,8.733526967948454e-05,0.0,0.0
30,PPO,MA,2,128,10.887096405029297,10.140176805431496,0.008736166614717789,2.702265977859497,-2.141096570516031,21.11281429477638,1.0,0.343026815533638,0.003420464145467479,0.9983106255531311,0.9248680300712585,9.553620587511012e-05,0.0,0.0
35,PPO,MA,2,128,10.887096405029297,10.184657759295252,0.007460931927863466,2.702298402786255,-2.117368515398718,21.141393058439565,1.0,0.34445064967870714,0.00339575524497971,0.9983097314834595,0.9269557545185089,9.000834347149914e-05,0.0,0.0
40,PPO,MA,2,128,10.887096405029297,10.166178895565801,0.006065923127775848,2.702253818511963,-2.1230180661143834,21.120707161035273,1.0,0.34387144261598585,0.003349234391620201,0.9980320334434509,0.9236978757381439,7.464831448602498e-05,0.0,0.0
45,PPO,MA,2,128,10.887096405029297,10.113511612791264,0.007225046770956316,2.7022945880889893,-2.1451689901291404,21.116219666386975,1.0,0.34216944307088853,0.003380059432564921,0.9980318546295166,0.9236870387792587,7.548136328441346e-05,0.0,0.0
50,PPO,MA,2,128,10.887096405029297,10.114931449204862,0.008148956809754524,2.702200174331665,-2.094555568165646,21.096590481556213,1.0,0.3422343972325325,0.003414565893926648,0.9980307221412659,0.9237492827177047,8.438540761868825e-05,0.0,0.0
5,DDQN,MA,2,64,25.302188873291016,24.076883152335466,6.699371957702129,2.762648820877075,0.7720440968187031,22.693319018984447,1.0,0.7880601724386215,0.0025541841825024933,0.9980341792106628,0.9247307692766189,7.490923295863835e-05,0.07824670021234978,0.3183891697642639
10,DDQN,MA,2,64,49.71553421020508,47.690821403990725,21.312673838322436,3.8194057941436768,1.6168476218532422,23.51542731948934,1.0,0.8280344785451889,0.00018122584544607464,0.9983084201812744,0.9231889545917511,8.92173518670134e-05,0.2577599292433097,0.4324046517742957
15,DDQN,MA,2,64,88.13838195800781,82.73453443995241,98.77544510275841,100.0,4.752040875689319,8.155128057507207,1.0,0.8987659679055214,2.9258009900989886e-05,0.9980319142341614,0.9014552598893643,6.660313008792333e-05,0.25197146554159194,0.08593654197389064
20,DDQN,MA,2,64,12.41718864440918,12.088309624951757,0.16477256083544392,2.7023534774780273,-1.7667318252040753,21.65900014891585,1.0,0.40435989886522294,0.0023540358831598677,0.9976478219032288,0.9221095956563949,6.654674590167159e-05,0.04733048872315252,0.24525798701997203
25,DDQN,MA,2,64,90.57999420166016,87.81236633451387,64.95653480918357,100.0,5.358743679904747,7.943447074643328,1.0,0.8766391012370587,7.709890915763367e-05,0.9980334043502808,0.9123807510435581,2.7487400200908528e-05,0.6408719678141939,0.038381608795802005
30,DDQN,MA,2,64,89.72506713867188,86.94796812266246,63.10633594258199,100.0,5.277913565086997,7.730829002867587,1.0,0.89481634542346,3.99061716102336e-05,0.9983099102973938,0.9026299493908883,4.342886673794538e-05,0.310395526874244,0.10441256133552412
35,DDQN,MA,2,64,89.28376770019531,86.3314065342245,65.00690559934982,100.0,5.2494166371808655,7.501010461303038,1.0,0.8979691585898399,3.096149779825827e-05,0.9980331659317017,0.895533488214016,7.067507231134128e-05,0.31218773421884766,0.0
40,DDQN,MA,2,64,89.53491973876953,86.07561118360879,77.70247573249452,100.0,5.2161745169441565,7.76780650070013,1.0,0.8961458847522735,3.9162275357544805e-05,0.9980309009552002,0.8994672096073627,7.110599928945491e-05,0.26185607845752285,0.0014970026231262174
45,DDQN,MA,2,64,82.4004898071289,66.82845427261955,335.63133660793994,100.0,3.1586983778003392,7.666026727990232,1.0,0.8570332011878491,0.0051616001211880055,0.9980329871177673,0.9068403798937797,5.93193421705331e-05,0.28084658320514905,0.05205942755758551
50,DDQN,MA,2,64,89.73542022705078,86.82725514655468,65.1821017579059,100.0,5.270158463093949,7.798207443782893,1.0,0.8919875626564026,2.836123009106095e-05,0.9983102679252625,0.9006211923658848,6.365030304409535e-05,0.3248365822086458,0.0
5,A2C,MA,2,64,10.887096405029297,10.173409930246319,0.007010077077994264,2.7491283416748047,-3.0219775796561184,20.051227424897725,1.0,0.1167918892800808,0.006682846771601886,0.9983102679252625,0.9239179865121842,8.87759998683113e-05,0.0,0.0
10,A2C,MA,2,64,10.887096405029297,10.117518799985477,0.007308380681613724,2.749199390411377,-2.9794112664764514,20.134140981077422,1.0,0.11622614544630051,0.006666187650031298,0.9980330467224121,0.9230652021169663,7.949879938115853e-05,0.0,0.0
15,A2C,MA,2,64,19.047096252441406,15.070865819554129,4.742823447772086,2.749006986618042,-2.506498432861355,21.272242903715878,1.0,0.15783966794610024,0.005651063095823954,0.9980313777923584,0.9243828165531158,7.833599040020403e-05,0.0,0.01183262218078813
20,A2C,MA,2,64,90.97952270507812,87.89491853089645,73.61664059164903,100.0,4.270582746425788,10.124602352536487,1.0,0.7241276327073574,0.00042373775184749636,0.9976474046707153,0.9179596276581288,2.229560317674115e-05,0.0,0.1181812891655122
25,A2C,MA,2,64,91.18119812011719,88.4821448276068,62.35240966462562,100.0,4.292585811917035,10.093199842046024,1.0,0.7304854473471641,0.00015881620549760376,0.9983115196228027,0.918090558707714,2.6175333923485335e-05,0.0,0.0
30,A2C,MA,2,64,91.16063690185547,88.52862748094108,62.21363962031285,100.0,4.3157614153632515,9.982669061502893,1.0,0.7309713951349258,0.00015206106584430683,0.9983096718788147,0.9186928173303605,2.7708365410747308e-05,0.0,0.0
35,A2C,MA,2,64,91.1404037475586,88.48355264630334,61.942888273057804,100.0,4.321928379544313,9.972128839749299,1.0,0.7306595795154571,0.00014949051431466833,0.9983092546463013,0.9181868695020675,2.8144298316587267e-05,0.0,0.0
40,A2C,MA,2,64,91.0872802734375,88.50124867995461,61.44099887207368,100.0,4.337735350462033,9.895313136516807,1.0,0.7307672090828419,0.0001457910253533109,0.9980301856994629,0.9184191410243511,2.9866403880358467e-05,0.0,0.0
45,A2C,MA,2,64,91.11661529541016,88.42349409163445,62.44706679200111,100.0,4.3469185119328175,10.036599614646306,1.0,0.7299160036444664,0.00016294916381934135,0.9983090758323669,0.917322509676218,2.490416814266047e-05,0.0,0.0
50,A2C,MA,2,64,91.10018157958984,88.43918419313216,62.29957168250275,100.0,4.295553222678412,10.029884093517527,1.0,0.7301790176928044,0.00015606904299426388,0.9980323314666748,0.9176685345470905,2.5083209856954903e-05,0.0,0.0
5,PPO,MA,2,32,10.933098793029785,10.128813454252994,0.008851967053386029,2.702449321746826,-2.1170721664690615,21.18536345226582,1.0,0.3426339893937111,0.0034115130211459814,0.9983096718788147,0.924619555234909,8.902342363667507e-05,0.0,0.09351357165907702
10,PPO,MA,2,32,28.97905731201172,28.66115898429277,1.8050149095656254,3.1983888149261475,0.029605081915565414,20.696473888029278,1.0,0.9234807162284852,5.0743052517615065e-05,0.9983110427856445,0.3748604825139046,0.016917789742267104,0.0,0.0
15,PPO,MA,2,32,28.83681297302246,28.57583171402861,1.8781803383233993,3.057360887527466,0.05315024010974639,20.66840438022982,1.0,0.920925661444664,6.659641870822751e-05,0.9980331659317017,0.3729271414875984,0.01636512831793923,0.0,0.0
20,PPO,MA,2,32,91.17864990234375,88.56466455044954,61.757385609024126,100.0,4.295737259868143,9.982091454524,1.0,0.7312049418389798,0.00015017473844797013,0.9983087778091431,0.9191044573783874,2.9316041830888422e-05,0.0,0.0
25,PPO,MA,2,32,91.07964324951172,87.98932164100216,73.47168749790485,100.0,4.397507615532653,9.742811928841157,1.0,0.7533369334042073,0.0007126626078985215,0.9980316162109375,0.9109630686044693,0.00018552087721679234,0.14849996291209716,0.0
30,PPO,MA,2,32,91.10150909423828,88.37859263794235,63.18972021599062,100.0,4.413465472294771,9.823215776218118,1.0,0.7504984509944915,0.0004205166017671459,0.9980349540710449,0.9170212318301201,2.3276923232838383e-05,0.18337358057602882,0.0
35,PPO,MA,2,32,91.10730743408203,88.4651721652182,61.810016760306084,100.0,4.391178571927672,9.670729780751238,1.0,0.7303449715673923,0.00015304137144540135,0.9980316162109375,0.9179666057825089,2.5812544744149772e-05,0.0,0.0
40,PPO,MA,2,32,91.13453674316406,88.42618356377766,63.43563404385056,100.0,4.401274274813122,9.958866046616164,1.0,0.7528821198940278,0.0004360016630919479,0.9980325698852539,0.9175830682516098,2.4268316539613164e-05,0.19064530703164156,0.0
45,PPO,MA,2,32,91.1575698852539,88.499297480414,62.18677072286226,100.0,4.354340537809122,9.802107517597973,1.0,0.7463930266797543,0.00022536418048396326,0.9980348348617554,0.9182407717704772,2.3421420541343626e-05,0.16467528354763145,0.0
50,PPO,MA,2,32,91.14224243164062,88.50911875214355,62.14152580987998,100.0,4.349502289849243,9.84724547844936,1.0,0.742336100667715,0.00013697985939816482,0.9980339407920837,0.9182613122165203,2.4461780905928807e-05,0.15103143081133097,0.0
5,PPO,MA,2,64,29.01832389831543,28.62804665061052,1.8043568563847665,3.076735734939575,0.2611982672170414,20.7560374750441,1.0,0.9225974495410919,5.165784776426511e-05,0.9983084201812744,0.5225035064816475,0.011277233009078864,0.2667718455304959,0.24956075872207684
10,PPO,MA,2,64,10.887096405029297,10.103711377598806,0.007357884666900019,2.7021875381469727,-2.13671250247997,21.15000485684304,1.0,0.3393460844755173,0.003450948666119848,0.9980327486991882,0.9239963698387146,7.341022597547067e-05,0.0,0.0
15,PPO,MA,2,64,10.887096405029297,10.118129343805675,0.008073401332857553,2.702261209487915,-2.155839224790266,21.076723646336088,1.0,0.3409249001145363,0.003426403850719562,0.9980334043502808,0.9253437988758088,7.991292660367952e-05,0.007968095744638462,0.0
20,PPO,MA,2,64,28.817485809326172,27.992476297709757,4.963569175578927,2.9802870750427246,1.363342710300358,21.615823022101207,1.0,0.9036333414316178,0.001120342843083085,0.9980330467224121,0.8847017369270325,0.00043200752456497147,0.0,0.24997509970079795
25,PPO,MA,2,64,10.887096405029297,10.094546474144606,0.0074077884904313485,2.7024357318878174,-2.1415489260218816,21.11965419450741,1.0,0.34037677228450774,0.0033944556297322535,0.9980335831642151,0.9231752843856812,7.401627618495219e-05,0.0,0.0
30,PPO,MA,2,64,10.887096405029297,10.099166426592006,0.009290512376967246,2.702329635620117,-2.1448968443796486,21.161475468224726,1.0,0.3404186997413635,0.0034513929139615407,0.9983116388320923,0.9235934278964997,9.093388766868991e-05,0.0,0.0
35,PPO,MA,2,64,29.032331466674805,28.686238745729366,1.8296149645956308,3.1071383953094482,0.18247800773035683,20.730831461014702,1.0,0.9222446837425232,5.878874285499443e-05,0.9983094930648804,0.4825085729956627,0.018374925061869166,0.0,0.23772813654128863
40,PPO,MA,2,64,10.887096405029297,10.114226040487994,0.00756819712081149,2.7023627758026123,-2.208896845345852,20.95607225152697,1.0,0.3412233687639236,0.0034311484219577354,0.9980315566062927,0.9249823207855224,7.550867171370303e-05,0.0,0.0
45,PPO,MA,2,64,10.887096405029297,10.125957945863643,0.008784723725722502,2.702529191970825,-2.1464046126314273,21.091406523225476,1.0,0.3418812370896339,0.0034282073874502225,0.9983103275299072,0.9260520758628845,8.645231276128266e-05,0.0,0.0
50,PPO,MA,2,64,29.152864456176758,28.782539952063036,1.898301392179376,3.1328201293945312,0.049389447022588205,20.673261792588814,1.0,0.9217074484825134,5.8569753279107664e-05,0.9980328679084778,0.38345245146751405,0.017252981373829766,0.0,0.07178457456344794
5,PPO,MA,2,128,86.3039321899414,82.35844350611788,92.5315170359682,100.0,4.555733997402699,8.273915624703351,1.0,0.8996142345666885,2.8188154705585685e-05,0.99803227186203,0.8584599511921406,0.0007958259940067146,0.424498894980296,0.10850247040397842
